Cidade;UF;População;Possui Plano Municipal;População sem Água;População sem Esgoto;População sem coleta de lixo;Domicílios sujeitos à inundações;Coluna1
Ituaçu;BA;19095;Não;0.64;0.67;;;12793,65
São Raimundo das Mangabeiras;MA;19090;Não;0.38;;0.28;0;0
Chopinzinho;PR;19083;Sim;0.08;0.29;0.27;0.04;5534,07
Contenda;PR;19082;Sim;0.08;0.37;0.1;0.5;7060,34
Aroeiras;PB;19081;Não;0.68;;0.27;0;0
Porciúncula;RJ;19068;Em elaboração;0.25;0.92;0.22;0.67;17542,56
Japaratuba;SE;19067;Não;0.21;0.92;0.52;0.04;17541,64
Terra Santa;PA;19063;Em elaboração;0.09;;0.38;0.02;0
Macarani;BA;19056;Não;0.1;;0.28;0.01;0
Tonantins;AM;19038;Em elaboração;0.48;;0.48;0.01;0
Camocim de São Félix;PE;19032;Não;0.2;;0;0;0
Caconde;SP;19031;Sim;0.31;0.31;0.32;0.47;5899,61
Conceição;PB;19030;Não;0.3;;0.19;0.02;0
Barão de Grajaú;MA;19026;Em elaboração;0.47;;0.47;;0
Ervália;MG;19019;Não;0.47;;;0;0
Guaranésia;MG;19014;Em elaboração;0.14;0.06;0.03;0;1140,84
Cabaceiras do Paraguaçu;BA;19010;Não;0.31;0.98;0.73;0;18629,8
Epitaciolândia;AC;18979;Sim;0.39;;0.3;0.12;0
Itapororoca;PB;18978;Em elaboração;0.37;;0.37;0.01;0
Montanha;ES;18954;Não;0.26;0.89;0.25;0.1;16869,06
Monte Azul Paulista;SP;18928;Em elaboração;0.01;0.02;0.06;0;378,56
Ipaba;MG;18926;Em elaboração;0.26;0.1;0.02;0.02;1892,6
Antonina;PR;18919;Sim;0;;0.25;0.12;0
Águas de Lindóia;SP;18908;Sim;0;0;0.01;0.01;0
Alumínio;SP;18903;Não;0.16;0.39;0;0.01;7372,17
Ribeirópolis;SE;18891;Em elaboração;0.02;;0.05;0;0
Augustinópolis;TO;18870;Em elaboração;0.13;0.88;0.26;0;16605,6
Fronteira;MG;18866;Sim;0.25;0.31;0.07;0;5848,46
Nazaré Paulista;SP;18866;Sim;0.58;0.88;0.11;0;16602,08
Pocinhos;PB;18848;Em elaboração;0.23;0.44;0.3;0;8293,12
Cocos;BA;18835;Não;0;;;;0
Venturosa;PE;18835;Sim;0.4;0.65;0.3;0;12242,75
Areia Branca;SE;18825;Sim;0.2;0;0.5;0.04;0
Garuva;SC;18816;Sim;0.11;;0.02;0.01;0
Pirapemas;MA;18814;Não;0.6;;;;0
São José dos Quatro Marcos;MT;18788;Sim;0.23;0.88;0;0.05;16533,44
São Gabriel;BA;18785;Não;0.09;;;;0
Cafelândia;PR;18783;Sim;0;0.04;0.09;0;751,32
Cruz Machado;PR;18772;Não;0.62;0.97;0.6;0.35;18208,84
São Benedito do Rio Preto;MA;18769;Não;0.73;;0.36;;0
São João do Soter;MA;18746;Em elaboração;0;;0.61;0.01;0
Governador Edison Lobão;MA;18740;Em elaboração;0.03;;0.57;0;0
Picuí;PB;18737;Sim;0.34;0.46;0.13;;8619,02
Bacuri;MA;18726;Não;0.82;;0.36;0.15;0
Cariús;CE;18700;Sim;0.79;;0.33;;0
Santo Antônio do Amparo;MG;18697;Não;0.12;0.12;0;0.01;2243,64
Neópolis;SE;18688;Sim;0.21;;0.12;0;0
Mendes;RJ;18681;Sim;0.04;0.04;0.01;0.01;747,24
Rio Claro;RJ;18677;Sim;0.34;0.25;0.11;0.02;4669,25
Cairu;BA;18666;Não;0.47;0.87;0.31;0;16239,42
Ubaitaba;BA;18647;Não;0.12;;;0.1;0
Juquiá;SP;18627;Não;0.27;0.43;0.2;0.01;8009,61
Itirapina;SP;18610;Sim;0.13;0.14;0;0;2605,4
Mirangaba;BA;18603;Sim;0.67;0.86;0.35;0.02;15998,58
Colina;SP;18601;Em elaboração;0.1;0.1;0.07;0;1860,1
São Luís Gonzaga do Maranhão;MA;18600;Sim;0.71;;;;0
Cesário Lange;SP;18595;Sim;0.12;0.31;0;0;5764,45
Cafarnaum;BA;18585;Não;0.37;;;;0
Mundo Novo;MS;18578;Em elaboração;0.11;;0.11;0;0
Taió;SC;18576;Sim;0.27;;0.29;0.4;0
Malacacheta;MG;18556;Sim;0.36;0.42;0.37;0.03;7793,52
Mairi;BA;18535;Não;0.4;;0.41;;0
Varjota;CE;18520;Em elaboração;0.39;;0.04;0;0
Carlos Chagas;MG;18516;Em elaboração;0.31;0.39;0.11;0.11;7221,24
Pio IX;PI;18492;Não;0.57;;;;0
Boa Vista do Tupim;BA;18491;Não;0.4;0.63;0.37;0.04;11649,33
Mucajaí;RR;18482;Em elaboração;0.33;0.42;0.11;0;7762,44
Cariré;CE;18470;Em elaboração;0.72;0.9;0.3;0;16623
Batalha;AL;18440;Em elaboração;0.42;0.6;0.19;0;11064
Lagoa do Carro;PE;18429;Não;0.35;;0.01;;0
Juazeirinho;PB;18422;Em elaboração;0.52;;0.46;0.02;0
Ibipeba;BA;18421;Não;0.15;;0.15;;0
Mirante do Paranapanema;SP;18415;Sim;0.39;0.48;0.41;0;8839,2
Inhapi;AL;18398;Em elaboração;0.63;;0.54;0;0
Solonópole;CE;18389;Sim;0.02;;0.49;0;0
Querência;MT;18386;Não;0;;0.54;0;0
Formoso do Araguaia;TO;18358;Sim;0.2;;0.25;;0
Indiaroba;SE;18337;Sim;0.56;;0.47;0;0
Jucurutu;RN;18335;Sim;0.16;0.79;;0.01;14484,65
Correntes;PE;18327;Sim;0.2;;0.35;;0
Campo do Brito;SE;18325;Não;0.14;;0.5;0;0
Banabuiú;CE;18313;Não;0.18;;0.49;0.04;0
Estrela de Alagoas;AL;18304;Não;0.62;;0.77;0;0
Paraibuna;SP;18302;Sim;0.25;0.52;0.37;0.06;9517,04
Maraã;AM;18298;Sim;;;;;0
Luz;MG;18297;Sim;0.14;0;0.1;0;0
Reriutaba;CE;18279;Não;0.69;;;;0
Ladainha;MG;18272;Em elaboração;0.71;0.75;;0;13704
Sapucaia;RJ;18270;Não;0.24;0.35;0;0.02;6394,5
Buerarema;BA;18269;Em elaboração;0.18;;0.18;0.01;0
Jussara;GO;18266;Em elaboração;0.16;0.17;;;3105,22
Matelândia;PR;18266;Em elaboração;0.03;0.31;0.28;0;5662,46
Sítio Novo;MA;18237;Não;;;0.73;0;0
Tartarugalzinho;AP;18217;Em elaboração;0.87;;0.34;0.5;0
Rio Maria;PA;18208;Em elaboração;;;0.38;;0
São Caetano de Odivelas;PA;18207;Sim;0.77;0.59;0.48;0;10742,13
Croatá;CE;18201;Sim;0.74;0.93;0.18;;16926,93
Messias;AL;18201;Em elaboração;0.35;;;;0
Arroio Grande;RS;18185;Sim;0.13;0.96;0.03;0.02;17457,6
Ingá;PB;18184;Em elaboração;0.35;;0.13;0.07;0
Cristinápolis;SE;18181;Em elaboração;0.17;;0.01;0;0
Itacarambi;MG;18175;Em elaboração;0.33;0.69;0.04;0;12540,75
Lagoa Formosa;MG;18168;Em elaboração;0;0;0.17;0;0
Presidente Médici;RO;18165;Não;0.4;0.98;0.4;0;17801,7
São Vicente Ferrer;PE;18150;Sim;0.5;;0.09;0.14;0
Conchas;SP;18138;Não;0.22;0.3;0.07;0;5441,4
Jaguaretama;CE;18133;Em elaboração;0.63;0.99;0.53;0;17951,67
Una;BA;18108;Em elaboração;0.38;0.91;0;0.04;16478,28
Elias Fausto;SP;18095;Não;0.1;0.13;0;0;2352,35
Morro da Fumaça;SC;18095;Sim;0;;0;0.11;0
São Francisco de Assis;RS;18081;Sim;0.3;0.94;0.4;0.01;16996,14
Ourém;PA;18079;Não;0.9;;0.54;0.08;0
Serafina Corrêa;RS;18074;Sim;0.15;;0.23;0.05;0
Manga;MG;18051;Em elaboração;0.35;0.88;0.2;0;15884,88
São João do Rio do Peixe;PB;18020;Sim;0.44;0.75;0.62;0.03;13515
Abelardo Luz;SC;18015;Sim;0.3;;0.44;0;0
Bady Bassitt;SP;18013;Sim;0.06;0.06;0;0;1080,78
Rio Pomba;MG;18007;Sim;0.21;0.13;0.16;0;2340,91
Regeneração;PI;17979;Não;0.37;;0.44;0;0
Presidente Getúlio;SC;17973;Sim;0.16;;0.29;0.25;0
Pouso Redondo;SC;17965;Sim;0.39;;0.01;0;0
Gonçalves Dias;MA;17953;Em elaboração;0.66;;0.56;0;0
Belterra;PA;17944;Não;0.32;;0.36;0;0
Boqueirão;PB;17934;Não;0.34;0.29;0.24;0;5200,86
Cafelândia;SP;17917;Em elaboração;0.13;0.13;0.13;0.01;2329,21
Jacupiranga;SP;17911;Em elaboração;0.31;0.37;0;0.15;6627,07
Pontalina;GO;17899;Em elaboração;0.17;0.17;0.19;0.04;3042,83
Não-Me-Toque;RS;17886;Sim;0.12;;0;0;0
Cerro Azul;PR;17884;Sim;0.46;0.99;0.54;;17705,16
Piaçabuçu;AL;17868;Não;0.43;;0.16;0.28;0
São Paulo do Potengi;RN;17858;Em elaboração;0.05;0.83;;;14822,14
Arinos;MG;17850;Em elaboração;0.43;0;0.24;0;0
Aporá;BA;17840;Não;0.37;;;;0
Capistrano;CE;17830;Não;0.76;;0.45;;0
Severínia;SP;17820;Em elaboração;0;0.01;0.05;;178,2
Fortuna;MA;17812;Não;0.52;;0.79;0;0
Fátima;BA;17801;Em elaboração;0.1;0.55;0.58;;9790,55
Curionópolis;PA;17764;Não;0.31;;;;0
Carnaubal;CE;17763;Em elaboração;0.63;;0.52;;0
Itariri;SP;17754;Sim;0.6;0.7;0.37;0;12427,8
Cássia;MG;17741;Não;0.23;0;0;0;0
Belém;PB;17733;Não;0.09;;;;0
Santana do Cariri;CE;17726;Não;0.75;0.38;0.01;0;6735,88
Canapi;AL;17715;Não;0.69;;0.68;0.06;0
Lagoa da Canoa;AL;17692;Em elaboração;0.4;;0;;0
Potirendaba;SP;17668;Sim;0;0;0.01;0;0
Piranga;MG;17641;Sim;0.68;0.7;0.4;0.05;12348,7
Miracema do Tocantins;TO;17628;Em elaboração;0.07;;0.13;0;0
Pedra Branca do Amapari;AP;17625;Em elaboração;0.97;;0.3;0.02;0
São Miguel do Tapuio;PI;17617;Não;0.66;;0.55;0.05;0
Bom Sucesso;MG;17612;Sim;0;0.18;0;0;3170,16
Seara;SC;17610;Sim;0.28;;0.23;;0
Amarante;PI;17609;Não;0.41;;0.49;0;0
Cruz do Espírito Santo;PB;17599;Não;0.58;;0.54;0.17;0
Aiuaba;CE;17584;Não;0.41;;0.38;0;0
Apicum-Açu;MA;17582;Não;0.01;;;;0
Ourolândia;BA;17567;Em elaboração;0.54;0.81;0.4;0.02;14229,27
Terra Roxa;PR;17562;Sim;0.02;0.41;0.12;0;7200,42
Pedra Preta;MT;17547;Em elaboração;0.28;0.54;0.12;0.01;9475,38
Charqueada;SP;17539;Sim;0;0.16;0.09;0;2806,24
Peçanha;MG;17534;Não;0.49;0.43;0.49;0.07;7539,62
Água Branca;PI;17525;Sim;0.02;0.58;0.11;0;10164,5
Nova Era;MG;17524;Sim;0.06;0.06;0.12;0.36;1051,44
Tanque Novo;BA;17518;Não;0.45;;0.77;;0
Anadia;AL;17507;Não;0.53;;0;;0
Urucuia;MG;17470;Sim;0.61;0.93;0.55;0.01;16247,1
Porto Murtinho;MS;17460;Em elaboração;0.35;0.36;0.31;0.03;6285,6
Bacabeira;MA;17446;Não;0.8;;;;0
Conceição do Mato Dentro;MG;17438;Em elaboração;0.4;0.52;0.14;;9067,76
Sapeaçu;BA;17421;Não;0.16;;0.4;0;0
Flores de Goiás;GO;17415;Em elaboração;0.77;;0.74;0;0
Buritama;SP;17414;Em elaboração;0.02;0.02;0.06;0.01;348,28
Itaberá;SP;17405;Em elaboração;0.15;0.26;0.08;0.03;4525,3
Cipó;BA;17402;Não;0.29;;0.44;0.33;0
Resplendor;MG;17396;Sim;0.41;0.55;0.25;0.09;9567,8
Faxinal;PR;17379;Não;0;0.56;0.19;0;9732,24
Pindorama;SP;17378;Em elaboração;0;0;0.05;0.01;0
Salesópolis;SP;17363;Sim;0.37;0.45;0;0.04;7813,35
Tapes;RS;17363;Sim;0.15;0.98;0;0.03;17015,74
Massaranduba;SC;17330;Sim;0.48;;0;0.08;0
Sátiro Dias;BA;17330;Não;0.71;;0.39;;0
Maruim;SE;17328;Em elaboração;0.27;;0;0;0
Poção de Pedras;MA;17321;Em elaboração;0.63;;0.58;0.01;0
Matões do Norte;MA;17316;Sim;0.79;;0.66;;0
Jataúba;PE;17305;Não;0.8;;0.42;0.12;0
Terra Boa;PR;17304;Sim;0;0.23;0.07;0;3979,92
São Domingos do Prata;MG;17296;Sim;0.45;0.39;0.22;0.01;6745,44
Tijucas do Sul;PR;17295;Não;0.33;;0.43;0.03;0
Central;BA;17293;Não;0.13;;0.63;;0
Monsenhor Tabosa;CE;17264;Sim;0.59;;0;0;0
Macatuba;SP;17263;Sim;0;0;0.02;0;0
Serra Dourada;BA;17261;Sim;0.57;;0.66;0.01;0
Bom Jesus do Tocantins;PA;17254;Não;0.47;;0.47;0;0
Carmópolis;SE;17232;Em elaboração;0;;0;0;0
Piquet Carneiro;CE;17210;Não;0.74;;0.52;0;0
Adustina;BA;17209;Não;0.36;0.82;0.51;0.11;14111,38
Guajará;AM;17193;Não;0.26;0.94;0.07;0.23;16161,42
Santo Antônio do Leverger;MT;17188;Sim;0.32;;0.59;0.05;0
Muniz Freire;ES;17176;Em elaboração;0.61;0.86;0.42;0.1;14771,36
Cacimba de Dentro;PB;17169;Não;0.49;;0;0;0
Corbélia;PR;17162;Em elaboração;0;0.33;0.14;;5663,46
Marechal Floriano;ES;17141;Sim;0.54;0.67;0.1;0.08;11484,47
Itapiranga;SC;17139;Sim;0;0.58;0.51;0.09;9940,62
Crixás;GO;17136;Sim;0.21;;0.24;;0
Xangri-lá;RS;17126;Sim;0;0.66;0;0;11303,16
Jenipapo dos Vieiras;MA;17123;Em elaboração;;;;;0
Mata Roma;MA;17122;Sim;0.88;;;;0
Souto Soares;BA;17118;Não;0.49;;;;0
Condeúba;BA;17113;Não;0.53;;;;0
Água Fria;BA;17096;Em elaboração;0.63;;;0;0
Sumé;PB;17096;Não;0.05;0.72;0.24;0;12309,12
Conceição do Almeida;BA;17087;Não;0.42;;0.38;0.48;0
Araputanga;MT;17078;Sim;;;;;0
Itaquitinga;PE;17056;Não;0.36;;0.24;0;0
Terra Rica;PR;17054;Sim;0.02;0.55;0.12;0;9379,7
Ibititá;BA;17048;Não;0.05;;0.57;0.03;0
Nova Ipixuna;PA;17027;Em elaboração;0.74;;0.47;0.13;0
Matupá;MT;17017;Em elaboração;0.23;;0.23;0;0
Belo Campo;BA;17013;Sim;0.44;;0.49;0;0
Santa Cecília;SC;17004;Sim;0.12;;0;0;0
Bonito;BA;16999;Não;0.44;;;;0
Rosário Oeste;MT;16999;Não;;;;0;0
Realeza;PR;16976;Em elaboração;0;0.28;0.12;0;4753,28
Esperantinópolis;MA;16971;Em elaboração;0.5;;0.14;0.04;0
Taguatinga;TO;16966;Não;0.21;0.39;0.16;;6616,74
Cocal do Sul;SC;16956;Sim;0.01;;0;0.09;0
Brasilândia de Minas;MG;16950;Não;0.18;0.78;0.65;0;13221
Tapiramutá;BA;16939;Não;0.2;0.55;;0.01;9316,45
Nova Resende;MG;16937;Não;0.44;;0;0;0
Capela;AL;16907;Sim;0.48;;0;;0
Poço Fundo;MG;16900;Sim;0.47;;0.37;0.1;0
Cidreira;RS;16897;Sim;0.08;0.94;;0;15883,18
Guapiara;SP;16896;Em elaboração;0.33;0.64;0.35;0;10813,44
Pedregulho;SP;16876;Em elaboração;0.18;0.2;;;3375,2
Tapauá;AM;16876;Não;0.03;;0;0.12;0
Malhada;BA;16875;Não;0.49;;;;0
Carapebus;RJ;16859;Não;0.77;0.02;0;0.03;337,18
Araçagi;PB;16857;Não;0.38;;;;0
Campanha;MG;16855;Não;0.21;0.24;0.14;0.01;4045,2
Piatã;BA;16854;Não;0;0.9;0.29;0;15168,6
Canudos;BA;16832;Não;0.45;0.61;0.45;0;10267,52
Juruena;MT;16811;Em elaboração;0.46;;0.39;0;0
Ipuã;SP;16794;Não;0.03;0.03;0.04;0;503,82
Tabatinga;SP;16787;Em elaboração;0.07;0.07;0.08;0;1175,09
Fortim;CE;16776;Não;0.63;;0.11;0.01;0
João Neiva;ES;16774;Em elaboração;0;0.05;0.06;0.33;838,7
Bonito;PA;16769;Em elaboração;;;;;0
Tocantins;MG;16769;Em elaboração;0;0;0.19;0;0
Maranhãozinho;MA;16754;Em elaboração;0.87;;0.36;;0
Lima Duarte;MG;16749;Em elaboração;0.06;0.07;0.23;0;1172,43
Salitre;CE;16714;Em elaboração;0.8;0.97;0.4;0;16212,58
Pedro Alexandre;BA;16698;Não;0.71;;0.58;0.02;0
Poté;MG;16675;Não;0.43;0.52;0.4;0.02;8671
Urandi;BA;16672;Sim;0;0.64;0.46;0.01;10670,08
Tururu;CE;16588;Não;0.78;;0.88;;0
Bom Lugar;MA;16578;Não;0.72;;0.72;;0
Mangueirinha;PR;16572;Sim;0.18;0.42;0.41;0;6960,24
Vitória do Jari;AP;16572;Em elaboração;0.55;;0.18;0.03;0
Conceição do Lago-Açu;MA;16559;Em elaboração;0.72;;;;0
Machados;PE;16549;Não;0.39;;0.21;0;0
Caçu;GO;16525;Sim;0.2;0.2;0.19;0.01;3305
Raposos;MG;16501;Não;0.16;0.29;0;0.5;4785,29
Morretes;PR;16485;Sim;0.02;0.47;0.27;0.06;7747,95
Nova Canaã;BA;16482;Não;0.59;0.47;0.36;0;7746,54
Tapejara;PR;16480;Em elaboração;0.01;0.17;0;0;2801,6
Perdizes;MG;16469;Em elaboração;0.33;0;0.18;0;0
Ibitiara;BA;16463;Em elaboração;0.78;0.92;0.51;0;15145,96
Sertanópolis;PR;16456;Em elaboração;0;0.2;0.12;0;3291,2
Passa Quatro;MG;16439;Sim;0.23;0;0.23;0;0
Aveiro;PA;16421;Não;0.65;;0.8;0.48;0
Vila Bela da Santíssima Trindade;MT;16412;Em elaboração;0.6;0.87;0.64;0.01;14278,44
Bituruna;PR;16411;Sim;0.23;0.79;0.4;0.01;12964,69
Fonte Boa;AM;16409;Sim;0.34;;0.65;;0
Alvarães;AM;16396;Não;0.83;;;;0
Santa Margarida;MG;16393;Em elaboração;0.5;0.51;0;0.23;8360,43
Sananduva;RS;16382;Sim;0.3;;0.3;0.02;0
Lago Verde;MA;16369;Não;0.85;;0.54;0.1;0
Pereiro;CE;16356;Em elaboração;0.74;;0.47;0.01;0
Lagoa dos Gatos;PE;16345;Não;0.32;0.3;0.2;0;4903,5
Agudo;RS;16344;Não;0.56;;0.51;0;0
Clevelândia;PR;16344;Sim;0;0.06;0.08;0;980,64
Filadélfia;BA;16314;Em elaboração;0.28;0.54;0.08;0;8809,56
Pindaí;BA;16308;Não;0.73;;0.72;0;0
Corupá;SC;16300;Sim;0;;0.02;0.02;0
Paulino Neves;MA;16295;Em elaboração;0.99;;0.68;0;0
Capinópolis;MG;16294;Sim;0.2;0.08;0.06;0;1303,52
Itaú de Minas;MG;16286;Não;0.05;0;0;0;0
Mojuí dos Campos;PA;16282;Não;;;0.2;0;0
Borborema;SP;16278;Sim;0.09;0.1;0.08;0;1627,8
Iguatemi;MS;16273;Sim;0.27;0.85;0.26;0;13832,05
Ibicuí;BA;16262;Em elaboração;0.24;;0.43;0.01;0
Guamaré;RN;16261;Sim;0.62;;0;0.01;0
São Benedito do Sul;PE;16239;Não;0.56;;0.45;;0
Joselândia;MA;16228;Não;0.79;;0.46;0.14;0
Barrocas;BA;16225;Em elaboração;0;;0.32;;0
Campinápolis;MT;16223;Não;0.42;;0.66;0.02;0
Altinópolis;SP;16221;Sim;0.13;0.13;0.08;0;2108,73
Santo Amaro do Maranhão;MA;16219;Em elaboração;;;0.74;0.02;0
Barra de Santo Antônio;AL;16201;Não;0.1;;;;0
Itaeté;BA;16164;Em elaboração;0.47;;0.38;0;0
Getúlio Vargas;RS;16158;Sim;0.14;;0;0.06;0
Itaipava do Grajaú;MA;16158;Não;0.4;;;;0
Monte Negro;RO;16158;Sim;0.66;;0.46;0.01;0
Piancó;PB;16147;Não;0.27;;0.49;;0
Palmitos;SC;16144;Sim;0.3;;0.38;0.08;0
Coaraci;BA;16128;Em elaboração;0.11;;0.04;0.03;0
São Lourenço da Serra;SP;16127;Não;0.48;0.7;0.09;0;11288,9
Candói;PR;16126;Em elaboração;0.3;0.6;0.38;0;9675,6
Quixelô;CE;16116;Sim;0.59;0.71;0.67;0;11442,36
Fartura;SP;16102;Em elaboração;0.05;0.07;0.04;0.01;1127,14
São Pedro do Sul;RS;16100;Em elaboração;0.27;;0.27;0;0
Cerejeiras;RO;16088;Em elaboração;0.36;;0.15;0;0
América Dourada;BA;16086;Não;0.21;;0.07;;0
Alto Santo;CE;16077;Em elaboração;0.68;;0.38;0.08;0
Mozarlândia;GO;16077;Sim;0.3;;0.09;0;0
Anapurus;MA;16054;Não;0.57;;0.49;0;0
Nova Bandeirantes;MT;16052;Não;0.42;;0.65;0;0
Salinas da Margarida;BA;16047;Não;0;;0.44;0;0
Nova Ponte;MG;16046;Sim;0.14;0.14;0.14;0;2246,44
Água Clara;MS;16025;Não;0.34;;0.33;0;0
Tangará;RN;16008;Em elaboração;0;0.25;0.1;0;4002
Urucará;AM;16007;Não;0;;0.43;0.01;0
Joaquim Nabuco;PE;15999;Não;0.24;;0.27;0.01;0
Tremedal;BA;15996;Não;0.74;;0.64;0;0
Biritinga;BA;15989;Sim;0.68;;0.69;0;0
Ribeirão Branco;SP;15984;Em elaboração;0.14;0.42;0.11;0;6713,28
Canutama;AM;15981;Sim;0.2;;0.48;0.23;0
São Francisco do Pará;PA;15978;Sim;0.68;;0.46;;0
Indiara;GO;15962;Não;0.15;;0.15;0;0
Panorama;SP;15944;Não;;;0.03;;0
Grão Mogol;MG;15943;Não;0.64;0.83;0.64;0;13232,69
Poxoréu;MT;15936;Não;;;;;0
Rosana;SP;15929;Sim;0;0.02;0.19;0.03;318,58
Papagaios;MG;15922;Sim;0;0.16;0.09;0;2547,52
Encruzilhada;BA;15914;Não;0.71;0.84;;;13367,76
Capitão Leônidas Marques;PR;15887;Sim;0;;0.23;0.04;0
Lagoa Nova;RN;15880;Em elaboração;0.52;0.68;0.72;0.02;10798,4
Saloá;PE;15880;Não;0.62;;0.37;;0
Lagoa Real;BA;15870;Não;0.8;;0.72;0;0
Itamonte;MG;15844;Não;0.33;;0.32;0.38;0
Orizona;GO;15834;Não;0.41;;0.45;;0
Mário Campos;MG;15814;Sim;0.11;;0.06;0;0
Nova Olinda;CE;15798;Em elaboração;0.49;;0.14;0;0
São João do Carú;MA;15768;Não;;;0.08;;0
São João Evangelista;MG;15761;Sim;0.34;0.33;0.35;0;5201,13
Ipanguaçu;RN;15759;Em elaboração;0.83;;0.33;0.5;0
Saboeiro;CE;15757;Em elaboração;0.76;0.99;0.21;0;15599,43
Guiratinga;MT;15740;Não;0.11;;;;0
Giruá;RS;15729;Sim;0.24;;0;0;0
Acrelândia;AC;15721;Em elaboração;0.64;;0.46;0;0
Santa Cruz;PE;15713;Não;0.54;;0.64;0;0
Sumidouro;RJ;15709;Sim;0.72;0.62;0.34;0.1;9739,58
Restinga Sêca;RS;15702;Sim;0.43;;0;0;0
Frei Paulo;SE;15688;Não;0;;0.36;;0
Araguanã;MA;15675;Em elaboração;0.89;;0.62;0.08;0
Tupi Paulista;SP;15670;Sim;0;0;0.04;0;0
Campos Altos;MG;15661;Sim;0.21;0;0;0;0
Igaporã;BA;15661;Não;0.21;0.49;;;7673,89
Mantenópolis;ES;15653;Sim;0.43;0.59;0.29;0.04;9235,27
Nova Timboteua;PA;15646;Não;0.81;;0.36;0;0
Poço Branco;RN;15646;Em elaboração;0.18;;0.03;;0
Santa Adélia;SP;15639;Sim;0.05;0.02;0.05;;312,78
Ibateguara;AL;15637;Sim;0.6;0.3;0.26;0.01;4691,1
Frei Miguelinho;PE;15633;Não;0.56;;0.42;0;0
Luís Antônio;SP;15628;Sim;0.03;0.03;0;0;468,84
Barra de Santa Rosa;PB;15607;Não;0.4;0.44;0.48;0;6867,08
Holambra;SP;15605;Sim;0;0;0;0.01;0
Muqui;ES;15602;Sim;0.37;0;0;0.04;0
Espumoso;RS;15594;Em elaboração;0.27;0.9;0.13;0.01;14034,6
Dionísio Cerqueira;SC;15592;Sim;0.24;0.63;0.31;0.01;9822,96
Eldorado;SP;15592;Em elaboração;0.49;0.52;0.3;0.7;8107,84
Pinhalzinho;SP;15564;Sim;0.39;0.5;0.36;0;7782
Dom Feliciano;RS;15556;Sim;0.79;;0.65;0.04;0
Coronel João Sá;BA;15549;Não;0.51;0.54;0.59;0;8396,46
Mirandiba;PE;15548;Não;0.06;0.42;0.45;0;6530,16
Primeira Cruz;MA;15545;Em elaboração;0.76;;0.89;0;0
São Félix do Coribe;BA;15543;Em elaboração;0;;0.19;0.01;0
Cruzília;MG;15529;Sim;0.14;0.19;0.41;0;2950,51
Felixlândia;MG;15528;Não;0.27;;0.23;0;0
Cambuci;RJ;15521;Sim;0.27;;0.15;0.39;0
Rio do Antônio;BA;15521;Sim;0.44;0.89;;;13813,69
Nova Veneza;SC;15515;Sim;0.19;;0.03;0.03;0
Itanhandu;MG;15511;Em elaboração;0.01;0.01;0.05;0.23;155,11
Itapagipe;MG;15511;Sim;0.32;0.15;0.06;0;2326,65
Taperoá;PB;15505;Em elaboração;0.21;;0.4;0;0
Buritirana;MA;15503;Não;;;;;0
Juruá;AM;15495;Não;0.35;;0.47;0.23;0
Jurema;PE;15483;Em elaboração;0;;0.4;0;0
Joaíma;MG;15476;Em elaboração;0.4;0.54;0.22;0;8357,04
Santa Luzia;PB;15470;Em elaboração;0.05;0.09;0.08;0;1392,3
Entre Rios de Minas;MG;15458;Sim;0.31;0.32;0;0.01;4946,56
Coronel Sapucaia;MS;15449;Não;0.33;0.59;0.32;;9114,91
São Simão;SP;15446;Não;0.12;0.12;0.1;0.01;1853,52
Novo Triunfo;BA;15445;Não;0.5;0.22;0.5;0.27;3397,9
Coremas;PB;15438;Não;;;;;0
Rio Azul;PR;15433;Sim;0.52;0.56;0.64;0.03;8642,48
Vitória do Xingu;PA;15421;Sim;0.59;0.66;0.48;0.03;10177,86
Pendências;RN;15411;Em elaboração;0.34;0.66;0;;10171,26
Bela Vista do Paraíso;PR;15400;Sim;0;0.51;0.06;0;7854
Capitão Enéas;MG;15388;Sim;0.37;0.61;0.17;0;9386,68
Italva;RJ;15387;Em elaboração;0.34;;0.03;0.1;0
Lauro Muller;SC;15380;Sim;0.35;0.6;0;0.01;9228
Sabinópolis;MG;15364;Em elaboração;0.35;0.56;0.27;0.04;8603,84
Tarumã;SP;15361;Sim;0;0;0.06;0;0
São João do Triunfo;PR;15359;Sim;0.67;0.89;0.41;0.01;13669,51
Uiraúna;PB;15356;Em elaboração;0.19;;0.2;0.03;0
Chapada do Norte;MG;15334;Não;0.61;0.97;;;14873,98
Teixeira;PB;15333;Sim;0.32;0.32;0.32;0;4906,56
Nobres;MT;15332;Em elaboração;;;0.09;0;0
Itajobi;SP;15331;Em elaboração;0.17;0.17;0.1;0;2606,27
Inhuma;PI;15330;Não;0.27;;0.3;0.01;0
Ipiranga;PR;15327;Não;0.51;0.66;0.39;0.01;10115,82
Auriflama;SP;15316;Em elaboração;0.03;0.04;;;612,64
Monte Alegre de Sergipe;SE;15315;Não;0.1;;0.41;0.03;0
Meruoca;CE;15309;Não;0.76;;0.48;0;0
Orocó;PE;15309;Sim;0.58;;0.43;0;0
Natividade;RJ;15305;Em elaboração;0.21;;0.2;0.37;0
Serra Azul;SP;15292;Sim;0.42;0.44;0.03;0.06;6728,48
Curiúva;PR;15289;Em elaboração;0.17;;0.07;0;0
Areado;MG;15288;Não;0.18;;;;0
